Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,..,3297.35470084107,14354.1883792953,14339.2878672896,15702.143059565,16548.4064052386,14249.1149666026,14999.4796391329,16882.6394711995,19080.6173717553,19455.4541266341,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,34645.1432443401,48735.995492187,115761.507705096,106749.013622989,113625.13289956,118823.648368575,101376.496574339,104278.390971905,107627.151006695,116654.26106674,114704.594170863,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,9368.36863824419,15710.0869270706,66644.3853449773,76291.8474900231,89287.4540184115,93777.1067959425,75340.9869811152,74061.0860345658,81516.6749248075,87208.535912643,84096.3963112065,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,338.948121795874,293.607157402594,531.265571840383,518.15295430212,541.066199955123,530.861345678745,467.235399432808,475.955417183065,515.29272487784,527.501326141803,522.21980923047,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,199.986342315353,156.385718599912,534.951264721663,391.561832360636,348.430269640572,371.269749625713,380.597033140938,315.777326372575,356.717573153369,381.258987601084,411.552340423602,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,2441.74199054895,4043.66205143391,10399.372753345,10817.4428742856,10970.1232849014,11319.0797572756,9955.24212653611,9817.74086096214,10254.2340242588,11373.2330025676,11414.8376618668,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,963.841785800205,2234.57986558466,7291.42764039704,7265.61365556669,7928.45736514824,8499.36576172668,9033.3904129872,9209.28862477108,9540.63434888323,10330.615614094,10790.50023682,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,317.389306906928,269.871137691703,837.603440597371,778.619285773713,805.032838043922,848.302757966684,751.478668644525,780.387870004561,830.557408816505,900.110164506815,890.737285506382,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,7191.92360259617,10391.004315879,22858.5860907173,21916.4115923962,23837.279991256,26008.8277215807,24002.5232912389,25133.0456471795,27239.0701049375,30133.4661748731,29416.2306070084,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,1660.12988936134,2272.72279471164,3083.83187985353,3224.33838179029,3296.69816291405,3230.02326028787,3213.83728825363,3473.77500649519,3666.69537359193,3788.16359372058,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,740.736535389412,676.567658401327,1879.77142715638,1815.21942921145,1892.09548717758,1677.10816613189,1524.07288252212,1536.85414964338,1578.11417355949,1600.87646860561,1677.91925268633,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,2506.17931226708,3929.07549503364,9197.02697152061,9291.22761861899,9637.00265000958,10153.9382184867,9260.44730250635,9681.61856689674,10484.9083620411,11208.2273695738,11203.5405848607,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,3112.26870598472,7157.81449985734,10203.4208543113,10241.7279153745,10725.1833166036,10922.3760488647,9605.95235103139,8739.75604280929,9278.41816833763,9673.44367360619,9863.0726988757,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,1528.54072128015,2171.95024301223,3009.19864668922,3131.38671463839,2994.67930442007,2971.45729017367,2906.37678497635,3014.70035839042,3289.70114571277,3568.291015625,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,..,440.672030653269,2942.25594861529,3045.73987422417,3322.0384362615,3328.80144892125,2732.45711293733,2880.43928129296,3509.69345025814,4233.99955588135,4498.52085021233,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,84289.5595438943,82367.9912769359,169020.88783177,157515.899069445,177664.115616089,189422.21876884,166011.50913116,170028.655717864,167517.059727856,185829.017960407,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,1172.4430658221,474.216896516578,3757.5586328813,4351.8869200565,4366.07590145025,4158.52571473091,3918.57917389554,3660.15074616061,3669.4175403988,4134.98719823511,4295.23502487944,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,..,1627.07263304394,7318.74469026724,6586.7212793222,7189.29328653737,7388.14779373126,6517.16375162528,7033.60489868635,7803.41113682269,8850.09273291116,8832.03683598629,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1206.01183797183,1334.94305104384,3046.94913644957,2912.65827494029,3121.68117550498,3171.69919227376,2875.25798516781,2896.72000268117,3036.32525487301,3222.20063433213,3204.09500313298,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,..,313.568034141097,594.586466669704,657.645337819668,664.078211827767,673.969955508106,589.859028149831,428.926487995524,461.415094120589,498.957220208652,491.804723063735,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,..,190.606231910312,1176.24245336109,1165.79432896131,1162.33144011893,1251.82076450814,1287.43048657119,1266.54633814868,1291.54241301307,1418.17762347196,1407.81314341043,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,1944.13762113919,2136.44024281489,5723.32549028316,5942.27378751117,5377.72732693011,5435.17191125163,4869.37840629792,4523.09126977999,5303.30913333229,5495.42883582824,4957.4580058497,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,..,..,6568.10258231227,9429.63337725871,9101.91698033437,8829.35671886048,6956.25380055393,7670.11640425255,8510.86840824456,9762.38930182711,9396.98196681072,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,191.878904234015,229.4902871214,699.429337677581,698.466479416086,715.923743046061,743.413381296219,792.552890593381,777.147595512165,911.444266521258,1038.65164702443,1071.05076056552,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,21290.8603827045,26149.41107829,54159.3466126142,50073.0056559308,52184.0618504931,52830.1742328055,45175.2318933798,46007.8529206547,48675.2223350213,53048.0962104394,52447.8314391911,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,14800.0286943521,12579.5951055864,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13663.0216184298,13641.1027183822,38437.543157275,39982.7543013783,42962.9882149803,44553.2822108385,38615.9951849093,40105.6133867135,42849.426324701,42949.9305849512,42084.3533748088,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,241.87647004145,1007.50142861723,1655.80182373144,1760.45438654986,1811.63919333528,1934.06950834664,2049.84968976149,2107.56717992428,2159.16307935984,2020.54702818624,1912.90374537869,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,440.577479000427,197.524462944643,508.396568098584,526.35096555995,548.892954823143,562.121844645643,483.339282202639,494.718713458115,516.888247180949,571.526992228733,554.600968697425,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,567.528672858345,567.930736009565,2520.40416579378,2746.99178858383,2998.07284264118,3222.69353725587,2730.4303237015,2175.99967021858,1968.55958830544,2032.72970882575,2229.85869624463,..
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,2354.26346244494,1854.14595610107,5063.78698606358,4698.14129350594,5210.67583028154,5468.48086914212,4840.27312286783,5129.15896023703,5430.87421029797,6062.94260420864,6093.14769049676,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..,..,13571.0582833444,13827.7696967465,14274.2406542056,15278.9078745141,16690.5700968089,22246.7430768136,28305.222587603,23258.6758552794,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,28242.943738533,38131.4606116242,100600.562407589,101524.141851985,102913.450843674,97019.1827527462,74355.5158575643,70459.1825041029,75496.7540581998,81734.4655736102,75419.6348688089,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,6448.12768493202,8601.25416998664,20921.1459820841,21902.5813563661,20926.5540495711,20131.9167222582,16028.7513645532,14618.8753761098,15130.9437443942,16414.8880173692,15474.0324753635,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,371.678557270582,576.195600593124,1164.97612914872,1198.10900052752,1208.90431029644,1251.16410422834,1356.66775582649,1368.45432627629,1464.99330546855,1482.30566684338,1284.70204090039,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,..,7647.92986129286,10884.4125105664,11967.3072562358,12688.1972054981,13794.7917848633,15871.8426266629,16932.3328631876,16078.2681940701,15859.4348578768,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,2603.84662236786,4060.32449292618,9358.25147451101,10722.2836326295,11889.1276274385,12796.0700430496,13630.3079737945,14343.9636291397,15150.345612161,15592.573678922,15731.0160348471,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,697.539572978224,602.186902266008,2406.90967879579,2790.67666914736,2729.89190578265,2920.78372080202,2679.34558781427,2509.6314572831,2695.2518833116,2720.3852453824,2845.18018574842,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1376.16467314413,1663.60525171951,5322.96375987671,5183.08287691315,5926.83286284344,6102.94323272326,5406.70385708338,5319.41021789703,5680.58076826353,5805.67561638869,5414.79913793258,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,1196.58685819634,1955.58800627896,5869.32307961474,6528.97221785312,6756.75276926556,6672.8802554854,6229.10169612596,6204.99726003927,6710.50802896038,6941.23584763012,6977.69578355382,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,715.913712086446,1072.80906433929,2450.73365615789,2694.30547297894,2871.43090178415,2959.64845212051,3001.04037106857,3073.65361496958,3123.23422944951,3252.09232412664,3485.08421836621,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,1731.20953112388,4492.72760355938,13893.509259001,13145.5392627865,13781.0626053813,14347.9145754456,12572.4266045561,12431.8158916231,13861.3093648235,15460.6442805468,15595.2270334259,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,7884.61794530424,11497.7534604525,23186.9131283278,20564.8898617969,21647.0418118869,22074.3007634216,19242.3664710981,19978.401214968,21490.429863104,23461.5718628115,23145.0408172828,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,8652.50749222505,16192.1269719638,27278.8830499205,27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7527508912,31621.8934700005,32873.7192730424,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,15454.0823281296,29976.117039047,82409.5803345471,85076.1479273998,85050.9109716822,83858.5283798723,63039.0165548075,57163.0609918357,61264.3964777979,68793.7844372614,64781.7331974169,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,1680.70562287227,1659.90763954548,9104.99562203019,8535.0468756267,9555.2442173314,10026.9735781794,8977.43738227167,9567.12934484744,10807.7953907179,12408.5964891293,12919.5296441908,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,3492.7103142473,1771.59405905827,14311.0843159612,15420.8745413273,15974.6446270517,14095.648742954,9313.01362484996,8704.89841329594,10720.3325853448,11370.8134559314,11584.9953826104,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,349.873357553015,218.680162740555,671.509939994776,728.697297125371,726.180156859823,747.000511564279,754.906789007641,748.504418148739,772.318471775428,782.618140904879,801.656186978807,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,772.505849126603,1542.06673580116,3933.45935710691,4022.19911964814,4037.50931467981,3937.75871176418,4073.66600980642,4109.16513496372,4258.48626965259,4183.40803207908,4315.92067469565,..
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..,36601.8275523984,57286.6550002958,49985.349570181,51572.5681707239,50806.5343783866,42650.3172583365,43842.3855205602,45394.2010273704,48481.0133042107,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,..,..,1263.86802227704,1340.52770210677,1577.01827831712,1782.79805936252,1595.86463222251,1710.13089783903,1811.0128258881,2001.1369778051,1994.90646719089,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,7246.01636663312,9171.33014480091,23745.8016143404,25243.3586984024,24844.7443709487,24463.9031638501,20627.9327820675,19879.2975304177,20803.7425657324,23338.9634581127,23139.7986561214,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,961.573946470954,604.654066013211,1373.52078902067,1329.98137880303,1376.06981577192,1396.65822533925,1219.24866243037,1269.90210810516,1361.69958778497,1465.59100640191,1446.83096499408,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,..,914.785509260555,6809.15980400146,6015.94522756969,6755.07351070594,6600.0566499116,5585.1178082606,5756.38119351044,6284.19280376523,7246.19198607054,7402.35455862041,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,5302.84372714197,7578.85105298846,12189.0951601357,12006.68296237,14765.6739800428,14700.3343006837,14745.3414415607,15068.620324642,15906.0839204787,16390.824875738,17401.7215135612,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,150.389032266233,138.698692243778,448.337525527861,566.378656937493,716.835304734774,714.700712388696,588.228452702849,501.415712857832,499.38070781976,533.991184258936,504.46254336648,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,11861.7561591366,23852.3270285975,53890.4287270504,55546.4885386921,56967.4257940383,57562.5307937678,55646.6187469505,56828.2953471601,60913.745333494,66188.7793961798,65233.2824392302,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,2405.53513644795,5413.15062068807,18338.3622288437,17460.0468093549,18236.9807888867,18670.9301711227,16309.073235592,16505.9750465561,17554.3083210444,19428.1162135733,19329.0968007902,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,9107.47707941181,10201.3035366727,25095.1326282071,22643.1002515007,23496.6023059673,24214.9220717273,20881.7667686947,21622.580683576,23500.7522308704,26054.5421049784,25739.2478143246,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,970.016054620333,1054.38824573508,1722.41812107591,1913.23201256373,1977.45140452319,1996.78118438995,1914.46792975705,1986.41623627442,2059.04542370076,2137.69070046201,2127.53850760272,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,126.924920542559,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,3139.96605414997,3032.42713820462,8007.41284634441,7501.4699839525,6832.45689096701,6433.18727662894,5734.63362915331,5272.91842475419,6132.4798409721,6374.02819575944,6001.40081394888,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..,1516.40391483427,1179.73982772896,1779.4693342398,1322.8202385055,1119.65133267823,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,13804.8768037932,14713.0657111519,31636.4463142558,28324.4293363918,29059.5479522321,29461.5503337389,25732.0183647454,26505.3432155204,28170.4345659807,30337.6791331632,29613.6711379783,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,463.618631805931,869.696516609157,3200.83382914016,3350.52187589289,3610.28936304898,3819.25352972265,3843.78067184442,3886.29150165239,4077.04372120747,4080.56712469552,3853.08369288942,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,5396.53016164777,9836.19556760016,16538.1714353341,16044.7054788266,16684.9530184254,18052.0359647472,18029.3255386512,18811.8733745852,19155.2894041125,19275.2772604415,19896.4957043824,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,4199.60606890037,5950.35119596624,8983.4366734688,9086.79946207544,9378.56236298604,9843.91581872176,10093.8997626748,10361.8141037985,11047.4449858109,11357.8890096382,11611.4154473966,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,2236.28877407421,3676.43964197256,6242.19533244977,6390.31063156115,6639.60714595024,6684.80736732912,6920.87807380804,7075.06582034944,7212.96018080962,7361.4009618002,7463.53783093423,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,483.952592007859,366.172807593807,1437.7732945888,1457.89458202637,1557.22831003842,1709.99960541964,1909.73875450207,1299.26119456743,1111.86844893858,623.867252394076,441.505603374484,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,958.614698100541,2012.26028656387,8263.17292305383,9201.00878530056,9402.23313695562,9472.00759951427,8561.97417855142,5539.06887190094,5626.79581590317,6003.723065571,6854.90656148409,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,30593.6724487241,29624.9126748618,60755.7595508465,58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51610.0660552202,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,38428.3855023167,37868.3230595798,88415.6280609527,83538.2300783858,85112.4643984141,86605.5633762421,82081.5971239792,80172.2320747951,80449.9945608366,82818.1081617471,81993.7271494202,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,988.94867216421,1177.62926773348,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,497.632026083843,138.428879512683,847.382101810518,969.296473144289,1048.22729256115,1104.17168941376,929.095857223746,802.518004052824,806.041573098044,826.621530538704,870.787589323223,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,173.790639184874,410.952327593101,781.437014324276,867.867680563228,970.416938425046,1030.09291747653,947.933446487903,966.474622354379,1004.84112066441,1060.99461489421,1122.12181047515,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,1508.94273670514,2007.73517506683,5492.12125590558,5860.58250725599,6168.26298501219,5951.88370233604,5840.04652294326,5994.23147547156,6592.91490169864,7295.47561612095,7808.19291629949,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,..,415.083478663174,947.513730419925,1013.05045122024,1210.03329624593,1232.45683164031,1334.6619555193,1358.20169150129,1294.71553448905,1237.10268208254,1294.18893388776,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,431.450159769201,302.206394294343,587.097136792467,571.806723944167,621.398853574683,640.934219628827,570.910279013434,597.471088804109,626.09152789111,678.95563806112,675.542213340634,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,1194.54103416891,2065.50266053231,4084.6241317437,4597.74230534531,4428.56648134984,4393.9408110033,4320.63799011384,3966.15652021899,4217.47650679527,4364.0155613495,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,4150.30185502442,6435.16468252829,19034.1491966652,19157.4170366712,20143.6644489582,20270.8593716518,18289.704340369,16176.9473700573,16238.1931916674,17129.9130902577,17276.4654468225,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,1491.12212876029,2211.82681728547,4264.67494604737,4152.67858707583,4222.70324540611,4305.47416504834,3861.68853113497,3697.93083126064,3481.22873876516,3438.78908914627,3317.54101348345,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,2794.35039016178,4316.54890677774,11335.5105095101,11707.2597121001,12519.3914258819,12095.8545718135,10948.7246069027,10820.6338422108,10513.6484324378,9370.1763549731,9042.49298288882,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,865.789417037966,643.174725992465,5649.95227819669,6675.18565772239,7304.28713230982,7962.23909840679,6432.68070195019,6389.54840833488,6587.09031628698,6966.63541063077,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,21835.0831410852,21009.8858098984,21328.9790101062,23296.3369051995,24832.5963703066,25995.1724609535,25933.6074363465,27142.2277976902,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,990.064819950998,1462.85469981826,3640.72324004977,3507.94065504737,3454.82869218249,3398.70648337631,3197.77225194394,3255.92869342584,3572.49357894833,3700.74426252192,4059.02999569444,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,248.029367198959,261.868997701026,825.838435186254,783.717921018288,803.509373918698,876.354300461581,840.401571455767,730.625040496247,747.196907377979,767.097759575903,776.768575885308,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,1569.75758369404,635.700535075575,3569.75812083898,3855.41772856732,4029.71125162545,3104.64320609541,2124.6623187838,2187.73050991433,2640.67567655839,3096.81740221352,3659.03131229487,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,27729.4664216648,33291.419366353,39194.6766208456,40976.4997112455,42412.6302780364,43751.8388860721,38663.3838066363,38141.8467585492,40644.804043392,43839.3563491413,43103.3230583165,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,19095.4669984608,28149.8700107891,42038.572250193,42462.771568145,43444.533001954,47425.6076805194,44974.8318771782,41064.1334316223,40361.4173832159,43043.2278164551,42300.267125825,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,23888.6000088133,36334.9087770589,49886.8181094923,51610.6052783379,53117.6678308301,55047.7255604544,56822.5188202456,57927.5168515062,59957.7258513032,62840.0202387954,65118.3583328163,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,2990.3642477705,6875.02132755276,14236.681188686,15171.5846634188,16973.6742130217,16831.9729440778,15613.7642726429,15387.1440299446,17322.1473891166,17277.9701101852,16190.1269572827,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,651.419206137363,558.226802377,1926.29299673401,2137.025122118,2281.41097296841,2492.33664277468,2615.025134487,2567.79920656883,1826.56691924216,1529.08286351335,1724.8411344137,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,1080.67245018643,1470.57226526613,3264.5370165591,3133.09020920348,3124.23307756588,3088.25830265504,2801.93984778858,2889.85303623403,3082.35632289041,3095.70215584493,3058.0656752208,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,2475.38047254573,4842.03720158812,10955.3499126366,12985.5053251065,12456.7124535391,16054.4905130962,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,95.1882501808876,390.093326052633,1525.11598800104,1735.14127643805,1886.67189633671,2030.26195473318,2085.10148409879,2192.21453866566,2365.62166567374,2566.59694958511,2715.27603640721,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,39144.1657740184,37849.7287205036,34819.1477546185,33573.0970301435,34797.14046978,35931.5412519766,35938.0243875154,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,..,1476.17185000238,2695.19385339015,2834.02152463393,3060.3123893102,3046.82179844817,2967.85174651975,3074.29115236515,3254.48588658763,3198.86664447405,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,482.247874017314,554.448633427793,1374.62128512758,1446.53635351496,1607.15236498904,1673.14635369478,1395.43963317477,1033.73304347934,882.395758510966,968.159047582999,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,408.769534724677,345.689554372848,1672.90825103652,1763.07273337195,1878.90700132351,1763.05729765435,1337.79611014087,1280.57889834732,1534.86537052245,1556.33448154128,1291.34335737364,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,841.972989778691,563.057741053574,1093.65400227511,1304.96980167411,1430.00081795572,1434.89934002278,1445.07106198798,1464.58352903946,1548.17005572552,1683.74057709465,1463.98591018054,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,2009.42034941289,2606.07658208891,6867.69204656405,7465.15165094558,7519.80825984063,7457.46110932925,6387.66061493825,6097.23902538074,6102.21106679858,6603.35119013708,6580.05625672999,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,2997.32438955762,5252.80973469214,9762.0534629369,10017.3835886664,10140.1659423388,10202.2747658002,9939.80120602741,9384.91452359793,9557.51749317694,9982.26808917155,10307.5862807881,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,2370.22230884992,3942.43817976836,13889.3857774639,13015.8287162841,13718.0977494553,14161.90730278,12493.7138218191,12792.5141152591,14198.129857177,15966.6683367845,16184.332008629,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,896.596766673961,1336.99930377226,3252.8883056719,3362.38279072181,3373.30668044576,3444.08795085167,3297.40525634055,3328.52405517429,3548.28805066882,3582.00222702088,3641.49428094104,..
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,2599.11865356222,4052.34337859088,8861.4584655038,9420.49788165368,9466.23545167095,9703.28402570888,9598.27855497314,9857.98086489345,10467.7021916107,11316.7604501843,11526.7364862403,..
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,413.013585898094,956.67209808772,4858.58187445479,5378.84238954117,5891.45776577729,6306.32841414278,6522.67436374416,6612.24847115179,7173.39830759622,7971.13751452149,8222.07772991917,..
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,417.448086161578,966.926426652184,4910.47877499328,5436.16037805804,5954.10667877778,6373.23857685174,6591.70467144063,6682.04869854955,7248.93113112798,8054.88978500165,8308.33436297408,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,18900.3666638708,20165.7805301343,40613.8742750705,37598.0422605764,39102.9130889748,39857.2917635599,34381.5547912416,35142.3154719071,37095.1202703313,39965.8403338731,38925.6651077079,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,10520.672190743,11645.9747322513,26109.2590137749,25068.3281202146,26071.8520582126,26301.0829908345,22551.6008910796,22371.6823872914,23597.42400545,25171.425966277,24696.3396075804,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,2475.48005214443,1790.95485781846,9611.53680415616,10189.2239751585,10729.4077397626,9897.82794207497,7461.21170155524,7043.48134673804,7863.6790493156,8013.86070821048,8110.72144821906,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2388.68311370491,2053.64913305839,10004.5981939929,10396.818359533,10964.1524092472,10314.4807744761,7997.06760260123,7651.57831332526,8538.35694285658,8877.96559484033,8988.9280496624,..
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,15459.3587804542,16908.7231890583,35716.273662884,33158.7914088519,34564.1125052742,35243.2073712896,30473.7402563699,31162.6963930937,33029.9879503522,35659.75714691,34843.297471632,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,667.310038990391,810.547923170396,2186.9711548558,2457.00032221668,2523.04276278452,2710.81219285541,2341.68650863862,2049.27473030114,2030.05691862279,2148.37917410722,2190.31162605328,..
